track_id,upvotes,downvotes
20I6sIOMTCkB6w7ryavxtO,0,0
6RgGppm2SSX5p246UqfdEi,0,0
3X7abqSXC4xrxuC1ykpWcY,0,0
2LawezPeJhN4AWuSB0GtAU,0,0
5e3l460eVGMNqQgFc9Rv7q,0,0
66AiuTr5v9tw6B8gXau2aU,0,0
6Vc5wAMmXdKIAM7WUoEb7N,0,0
2Fs18NaCDuluPG1DHGw1XG,0,0
7BqBn9nzAq8spo5e7cZ0dJ,0,0
43btz2xjMKpcmjkuRsvxyg,0,0
7woZGXjtaYwuvSoU1zToB3,0,0
4rsW3WCZBGwhHfJWuHRwyT,0,0
4dGJf1SER1T6ooX46vwzRB,0,0
0kN3oXYWWAk1uC0y2WoyOE,0,0
3xdjjKMcMOFgo1eQrfbogM,0,0
2WfaOiMkCvy7F5fcp2zZ8L,0,0
3cHyrEgdyYRjgJKSOiOtcS,0,0
4uUwD0uYzIDjKMKQglzmD2,0,0
4swEkkLocrQ569W1lYIbdX,0,0
7lJSxSUUlrZ7CxiyO3X0vq,0,0
4356Typ82hUiFAynbLYbPn,0,0
4esOae7i4rqTbAu9o5Pxco,0,0
7l1qvxWjxcKpB9PCtBuTbU,0,0
22PMfvdz35fFKYnJyMn077,0,0
3w3y8KPTfNeOKPiqUTakBh,0,0
0kN8xEmgMW9mh7UmDYHlJP,0,0
2tJulUYLDKOg9XrtVkMgcJ,0,0
1ExfPZEiahqhLyajhybFeS,0,0
3JvrhDOgAt6p7K8mDyZwRd,0,0
5uCax9HTNlzGybIStD3vDh,0,0
1EzrEOXmMH3G43AXT1y7pA,0,0
4tM7IvirymOPAk74Us27kD,0,0
4E5P1XyAFtrjpiIxkydly4,0,0
1Q1jlFs004vwB0DOznii3K,0,0
5rb9QrpfcKFHM1EUbSIurX,0,0
6ND2f7SUjYNpLqL0WPcNT1,0,0
3E7dfMvvCLUddWissuqMwr,0,0
6OEolOOk9Gh9bqkdpfIOl0,0,0
4X3FiBn7cd88I3MVtph9By,0,0
6HkjpGIOHv4y0IBAxUbE5z,0,0
5OMwQFBcte0aWFJFqrr5oj,0,0
6JV2JOEocMgcZxYSZelKcc,0,0
6Knv6wdA0luoMUuuoYi2i1,0,0
5AhDb4oM6f4YmHPXW123Fg,0,0
0x5EMnC2M9pDTAAStksrDt,0,0
4kbj5MwxO1bq9wjT5g9HaA,0,0
3oW6SWwGqiZSPTiAp7ZQoH,0,0
77NNZQSqzLNqh2A9JhLRkg,0,0
0PGwM5vdr5fMejx0IIAYXj,0,0
70C4NyhjD5OZUMzvWZ3njJ,0,0
7e89621JPkKaeDSTQ3avtg,0,0
6fTdcGsjxlAD9PSkoPaLMX,0,0
5OA2EQqiP7r7Zcl6nw8ICW,0,0
0azC730Exh71aQlOt9Zj3y,0,0
6bJuuCtXYiwOcKT9s8uRh8,0,0
0mG66FLhO0iZ6XCAGdjpax,0,0
4i3MgUew8ynhf49Qwr4IP4,0,0
359krpyCKcFF8SFvqWES9L,0,0
4NeOWqHmlrGRuBvsLJC9rL,0,0
16QN8cBubEq706vNtPpOME,0,0
28efjJXBm1CuCmqle5HK2w,0,0
2oENJa1T33GJ0w8dC167G4,0,0
16fzReMJmcLlBccnZCTZNS,0,0
7lX0IsKQ5ubVvowy0sGLBP,0,0
4u26EevCNXMhlvE1xFBJwX,0,0
4vVTI94F9uJ8lHNDWKv0i2,0,0
3oDFtOhcN08qeDPAK6MEQG,0,0
5xP3GDhXolpbFplyOOmgQI,0,0
6hs3SDnbO3f6VQuPO4KBEb,0,0
4JehYebiI9JE8sR8MisGVb,0,0
2y5aJvzXhHPA94U5GFAcXe,0,0
1XpYodsD36XN7ygcdF7mJJ,0,0
6FE2iI43OZnszFLuLtvvmg,0,0
7a86XRg84qjasly9f6bPSD,0,0
3AGOgQzp0YcPH41u9p7dOp,0,0
77TT8Xvx637TpzV8kKGkUw,0,0
1Pofof4ZYVI6GDM0IFGvBk,0,0
29VZKgZvAjFRxxBnctjqOn,0,0
59dLtGBS26x7kc0rHbaPrq,0,0
7IHOIqZUUInxjVkko181PB,0,0
190jyVPHYjAqEaOGmMzdyk,0,0
0Hf4aIJpsN4Os2f0y0VqWl,0,0
4VC5nFbYO4avKksJ9jN4pY,0,0
5sra5UY6sD658OabHL3QtI,0,0
4w1lzcaoZ1IC2K5TwjalRP,0,0
3DEUviTtgRz6r3MdrUx0OL,0,0
0GONea6G2XdnHWjNZd6zt3,0,0
0TF3F5Lw5apoD1zvR8LikO,0,0
2w7O4XCRoIJrwF1NqKL9TM,0,0
11bD1JtSjlIgKgZG2134DZ,0,0
6j7hih15xG2cdYwIJnQXsq,0,0
5fVZC9GiM4e8vu99W0Xf6J,0,0
4RCWB3V8V0dignt99LZ8vH,0,0
5s5t0OFg9lIlBFaCI14K1i,0,0
7MapZTlRqFfUteNcghsTwf,0,0
2Oj5BXOY01EDuJhVYNlEoq,0,0
5KYoPa5akZxiCn38xelbqI,0,0
1NrJYpdAi7uosDRPmSYrsG,0,0
2374M0fQpWi3dLnB54qaLX,0,0
0nnxf8p851ZR49KFnGWVsB,0,0
4nYsmWkuTaowTMy4gskmBw,0,0
15vzANxN8G9wWfwAJLLMCg,0,0
6hdkw1wzhIRYPlYDUtCY5m,0,0
5J4ZkQpzMUFojo1CtAZYpn,0,0
2l8w0zZVn4AZNuzrht7MRT,0,0
0pwYLVXVknPSGUQb39cePC,0,0
2K87XMYnUMqLcX3zvtAF4G,0,0
7iNIg7XDEaYECfWD5dJ9Va,0,0
50kpGaPAhYJ3sGmk6vplg0,0,0
09CtPGIpYB4BrO8qb1RGsF,0,0
2IjyFRCRn8x1bEquOM3vxg,0,0
4AMnUGvZUVJgDuY7rOPzUZ,0,0
2GCKWEsbb0Xo1oodTOKVi1,0,0
3rLIv187BhjyweFe89SgLn,0,0
1qXDjWPzxa02VClFJmu6nx,0,0
762UXiwEHYY97VL45sAUPR,0,0
7CUYHcu0RnbOnMz4RuN07w,0,0
0171XsIM2xyeXRr6wsugEI,0,0
61uyGDPJ06MkxJtHgPmuyO,0,0
0n8ob8S72lvznoVfiwz4qL,0,0
3jHCXrZNz8fQEEf4BpWCAj,0,0
7vldwy3gdhmPRKWSCi8H61,0,0
6DNtNfH8hXkqOX1sjqmI7p,0,0
10SDxx0CFWGqgVVBeX22TP,0,0
5GYbkDveRD2I8M5ZJ14hWn,0,0
4yWCzA44dQyp0SoeM81bUb,0,0
67T6l4q3zVjC5nZZPXByU8,0,0
1TEjSXPdAakDotj2Wji3PU,0,0
3DamFFqW32WihKkTVlwTYQ,0,0
1CdqVF1ywD0ZO1zXtB9yWa,0,0
1hGy2eLcmC8eKx7qr1tOqx,0,0
0qOnSQQF0yzuPWsXrQ9paz,0,0
2SnNaoNhMjC1WRMTWD8qTX,0,0
5cy3CNTBZbX8vZUIsu4p7K,0,0
5jzKL4BDMClWqRguW5qZvh,0,0
0V8FYVlBFuXXTIvRnMbZyS,0,0
5AyL2kgLtTWEu3qO3B9SqK,0,0
5BoIP8Eha5hwmRVURkC2Us,0,0
44hOGg1uFg1XJZGZYNwYmM,0,0
3cySlItpiPiIAzU3NyHCJf,0,0
6T506SFlFUVVNvnmCiVZR0,0,0
0RPtk7brObnK3uzTbixenA,0,0
5t5LFepMdws4nudg1EiWdd,0,0
0moS6k1E4YNbkG4Dxet8ZH,0,0
5jrdCoLpJSvHHorevXBATy,0,0
2tUBqZG2AbRi7Q0BIrVrEj,0,0
4nVBt6MZDDP6tRVdQTgxJg,0,0
5ifX6jfT33QWKP9DE0YRG8,0,0
6Z0F3Mqj7tq1CBZo5qMlUg,0,0
2gOlrge3YTmYPwsCGgU62K,0,0
5zA8vzDGqPl2AzZkEYQGKh,0,0
62bOmKYxYg7dhrC6gH9vFn,0,0
2zjt2hHBbiv5SuxYg8Z7eP,0,0
3b0EOvScbZUc0qJx0E1L2z,0,0
3zByVQLvdXUaDTubfWkpCk,0,0
4myBMnNWZlgvVelYeTu55w,0,0
5EU1mh0C4Km3k6vGvIDN2J,0,0
3xrn9i8zhNZsTtcoWgQEAd,0,0
22Lg6vvMS2JC07aAjsGvtU,0,0
6nYoTBmGFNgfTyRC8x1Fvp,0,0
3NLnwwAQbbFKcEcV8hDItk,0,0
47ltkdjKBMHelkhJavYLQ4,0,0
2OSfEYKhlSsLx6vn4O75RK,0,0
2giHiZTf7a3UKkYvENgavP,0,0
2sLwPnIP3CUVmIuHranJZU,0,0
6nxQdXa1uAL0rY72wPZu89,0,0
7t00jJDygiHzPabOYS6AGb,0,0
4fTHdMTq0Znl3djLI1Typn,0,0
7aftSOGSOpSoIlVAQVBb71,0,0
7mldq42yDuxiUNn08nvzHO,0,0
67D9O4Oau629qirRXtTWCS,0,0
6iX1f3r7oUJnMbGgQ2gx1j,0,0
1uigwk5hNV84zRd5YQQRTk,0,0
6mghCOaaSvrke0z1EUVUIf,0,0
1WP1r7fuvRqZRnUaTi2I1Q,0,0
5rwdhliMmo0aAQ08vU0AOZ,0,0
0sooJd5WbNnnz5k6yO7FIQ,0,0
2iUmqdfGZcHIhS3b9E9EWq,0,0
00Mb3DuaIH1kjrwOku9CGU,0,0
3941McqnrX9blUEelPxgot,0,0
6oDPg7fXW3Ug3KmbafrXzA,0,0
6Uy6K3KdmUdAfelUp0SeXn,0,0
6RtPijgfPKROxEzTHNRiDp,0,0
4llK75pXNWZz6KAho2Gp16,0,0
7gF9RfiO8nBhFhBkLuiUrb,0,0
6JgYlDDok56lwKkRmwm7mq,0,0
2dRPQFwPqAmc42mDRnsDQu,0,0
1mMLMZYXkMueg65jRRWG1l,0,0
3pJkBPHadRAxBBo484RipI,0,0
6xHI9KjUjYT0FPtGO8Mxa1,0,0
2YMhrXQYKkm4kXLcXKKd5z,0,0
0w3Q14i073jLoew1hgJkwD,0,0
4VFE6ZNqa8jHAmbYICoAFg,0,0
66pxmg3Jhjm09tHoWR1wVR,0,0
63OQWdXMq0Pe6pRpWY5gO0,0,0
4D4xJ4LyDXBWIf9thFSMAJ,0,0
73WWkaWkIRSP3MYGZ14aY4,0,0
5sjIhQzNljMVrDklI91ezp,0,0
7px4t7HGiuMUvFkEOpZEwp,0,0
0rpwb2kLgS6KAZsostOj1O,0,0
66IULVOTImQG2u0cJ3Ls04,0,0
4JjIIBNoho0V2gZjH4nEzR,0,0
5kNe7PE09d6Kvw5pAsx23n,0,0
2gYiCTytrSRtuaHP1Nac6u,0,0
1vBpwxsLVwaR4evBIaFmqD,0,0
7f08qp3HROTkfrtNpiYGGo,0,0
498ZVInMGDkmmNVpSWqHiZ,0,0
6RSNKGdv3nDTHqgw4bdzyF,0,0
0WyFpxYlBCgH1gMXd26OOr,0,0
1zWZvrk13cL8Sl3VLeG57F,0,0
0c4ICGb0jvszKj3KPR59JU,0,0
0xwPzLmBAYro8BUz7MrtAo,0,0
5S5rw0WLVCAux5B5bWCehK,0,0
38gZVjeaeR3gcnCzziAxBm,0,0
0O1x2tRm8ZpfDbcpOWZp7z,0,0
0BCy325UZyR9z0t0uxwn2N,0,0
4Az17HfqonKSWNsaLgTBeK,0,0
0OlS52TmtK2gPaEtdmr7DN,0,0
4n0xztUAbHPUV8G3NQvF30,0,0
6p5GuyEqQH5pv02ouEyogQ,0,0
2Fk0WwAqTBesLtKg97nojy,0,0
0H04yVa3DJxoXbLBpAb7iV,0,0
5C6uh95eAL0RBTSGXKQwvk,0,0
2lFtnEmkIPm2ClN55e2chV,0,0
6VB64hpnpRNqukYsIX76uo,0,0
1TwLKNsCnhi1HxbIi4bAW0,0,0
0lQJBl9YEsoMtE8D4yTE9g,0,0
6naYpFIKihKbGg6lGxpveI,0,0
2WaOQWSv0D1tZNxyLvnGAI,0,0
4ly1QBXEwYoDmje9rmEgC4,0,0
5ZManJDV3CexO66nRCkdiV,0,0
6IFPfV8PNSYOmufzQ95hmm,0,0
23EkfwUdsRIz7jAZIcC8gb,0,0
3wx2kQWPn9p5UppQbNhPAk,0,0
4Pn0JlCUusD2QHjADuOzuV,0,0
13wYXGimJ5fANFu0y2pqG1,0,0
6W9W8dSswA8KNegvl3W97V,0,0
1dFLowBW25EaL2OC7eKEa2,0,0
3n2A6l4UayVe3GGKCvfQWV,0,0
5Q0Nhxo0l2bP3pNjpGJwV1,0,0
1J0Zt2Sa9J9BRarqXnP5Uz,0,0
52ioLaTnO2J7BWY8UN2n9D,0,0
23TxRN09aR1RB0G0tFoT0b,0,0
5CG9Ps5ynNjpKJHmwc95pa,0,0
0s6OWiWGuiCcm1Muzch5A8,0,0
0kUMtZVaYb7EETkBdrEXXA,0,0
37f4ITSlgPX81ad2EvmVQr,0,0
6wycnu8FWXsj68ig7BEot9,0,0
3J5zIZILfjaIXUefgCLPnB,0,0
5fSPbm5lcwtqwXkeQQswW8,0,0
1soxUgYIZb1qx1c7o1Lc7z,0,0
3EWQsarNCItwHn9hE2MHTn,0,0
7rdK9NSJIRBZAiXC0vuBS9,0,0
6qoH2pKeEibNUG1pnJIjmZ,0,0
0dbzWSYpMcRtwjI1S7Pkql,0,0
3LhzpgimYSZhTx5KuchwVX,0,0
2p2cCrOaNrIOLk5ArtlHy6,0,0
06gD2ZtK3Dzc1BYqWExQJJ,0,0
05ZACkzW8YbRq3eFgIfSNB,0,0
6enPOmd3vSFpI4jjms8kXN,0,0
1dgWTMoHwTUnQhOQ8SR5fV,0,0
6AwPEpVjrWnJ0Avv5Krvgr,0,0
7A55QoGK0vf8lGNtaWZm45,0,0
10M2Ex445zw585Ducldzkw,0,0
2d48mamATjby7wgPjdrSOQ,0,0
7vGuf3Y35N4wmASOKLUVVU,0,0
4mxWSdf71VFO52qFeY0fZt,0,0
0Clb9aiXWa0dvVff5aN4VN,0,0
5l5IJdcDFbI943jIp2k2ZG,0,0
2xmrfQpmS2iJExTlklLoAL,0,0
7lx4PtPvS63cuNuLvCBxD5,0,0
1aJ1xeEQ1ivKGnTeuYolJk,0,0
5H9H0i7UCmRDCZRHldbmhN,0,0
7EmGUiUaOSGDnUUQUDrOXC,0,0
5PUqb7aCQHByJ0waXwdxkw,0,0
0V9cosR5jWa4fr2koARmhD,0,0
2kLf4myxQME1Nd0voeKZri,0,0
24XOlemQJORg0nBJAHC24p,0,0
5yFSF6qQA1rcLsQRnBsZgb,0,0
1wjzFQodRWrPcQ0AnYnvQ9,0,0
30SkJsH3SlT92BXfwdFJe2,0,0
4aSfgWmRa9KsISD4Jmx7QB,0,0
7GYLsGlCPqSkLBNDC5mVyl,0,0
0Zbbxnx4SGGHoIow4PpISP,0,0
70rYp3dhUBTz9Da3OgmlA1,0,0
7DoN0sCGIT9IcLrtBDm4f0,0,0
2IQB5iBapo0Y37Yc0PtIZc,0,0
6l3iEDNEyAm9AM5MSjvLkm,0,0
2H881m3JRA8lpuuwaQL6zy,0,0
6jA8HL9i4QGzsj6fjoxp8Y,0,0
0Xa7b1Kw7I08dD2k7zZKtV,0,0
2Gl0FzuLxflY6nPifJp5Dr,0,0
26g6FFoDfV1ArdnIy28uST,0,0
5efuBeQd7Y2Q2kXOeiMpRo,0,0
2gJIL7h1fCpFh6NjCZUJyQ,0,0
74ODGXs4byLTRdnKGM4s6E,0,0
4LSkEJ5P5MV0y3PZqw7guJ,0,0
3ZD3kjn80pQ9keYO8eqp9d,0,0
1KTu92zFjElqc3h20XCwE3,0,0
401Xo6kdmYwDZ5l0RDsjC4,0,0
6dEuww75OLunArThrnt0Vs,0,0
2PuHj0tUOKud6fVKTZUXRO,0,0
0yJv0G7r1PZIl1CY5XhvkR,0,0
1pvgpkMqtQyOGePdYOTt9U,0,0
4DfxFGwreu9BquiLRClwh8,0,0
4NJpJ17Dgm5r4OYExFbxLk,0,0
04CttTezSnv71USiiG9mIo,0,0
5vtyFzfLkCSJvXEZFjQAa1,0,0
2uSLx5uwRIhiA3sJJraNqX,0,0
34t13rSSZtr22CjcmroMmh,0,0
3ebXMykcMXOcLeJ9xZ17XH,0,0
66yKv1kZIqfejvrLEGqTML,0,0
2PJ55QsqjSVwN2esqfMDFu,0,0
7Lgpic8BsBJR4jFrr9abbz,0,0
74nadxHkSGQm6eBIyqTHDP,0,0
3Mjer7nERC4u3tkkSopwLp,0,0
020mPSviVz90DTlyfxofDJ,0,0
2TBQoW7s6iwKcg139ssqie,0,0
1K2509CPLcuYDyM7ModAt7,0,0
60vvp6UXG2KmLmrNvcVHa8,0,0
0L9lXMXddmoBbBUeF7A9An,0,0
6u7jM7ms8eiEIs2G7DANWP,0,0
5t8OPbUoBQJsoJjExghUHj,0,0
5dEIB07iXAF6iADQEe6qpe,0,0
75hxLeRF6ykQcE55Lvp2ka,0,0
32DGGj6KlNuBr6WaqRxpxi,0,0
2kzWnWUUsn3o44PbOzFSjc,0,0
062OIZFRJTkXBAiyyw61W9,0,0
1Sl3njkhhz8nrSPZroDQ82,0,0
0NpaOow47QEHt5nMzYLVVV,0,0
3T6BCgeXvB26GokGYOBFY9,0,0
7FIcIjKaQJpy0vWWFZMZGH,0,0
0J47tsoZf95YNsIHnNBo9p,0,0
7s9ilGkrbrUU2SV5gLZmkv,0,0
0afu8bIStQoBRHbc2RjcWA,0,0
542Xd5qDeLBvgXZXhfW7LE,0,0
1Qg9jWGDkKAGZXj5v2OG59,0,0
4t3lx9As6mqluddKju3se5,0,0
167NczpNbRF7oWakJaY3Hh,0,0
4KnnWpUyPfQD6X5SQSTlH3,0,0
4HSzcsNFbjlzvjYOaVteju,0,0
7IT2DmTv7efzqLlFZFof4E,0,0
3llHPPHKJ9bBYh9pg9TBbf,0,0
5Gu0PDLN4YJeW75PpBSg9p,0,0
6mrKP2jyIQmM0rw6fQryjr,0,0
7q8jJ1XZEliBakZSUMFde5,0,0
3VlbOrM6nYPprVvzBZllE5,0,0
2JvvlqBlCD1NWyWJ8pBsed,0,0
0iA1unTbTbDOWUSlbwJ1pS,0,0
6pyshZbArprWRBXLbYVPO9,0,0
03fT3OHB9KyMtGMt2zwqCT,0,0
48tAdjG4ng2JfECa7OQujk,0,0
6VzugG03A5OieXT0BZmZxe,0,0
7I5fYc4qKJddht8Ozhqqdx,0,0
4T5Z4mbTe7kuGqgLpaRtTh,0,0
1jNNHFZmRGXZFHlil5uhei,0,0
6DRsEO5yuEGBF87qpyMB4d,0,0
5OUSPcqhYTOzpbXzoEvKim,0,0
7pxhKtuTwofDIdgHx2DcVK,0,0
31x4wWBghN7f5PiEZUmcAW,0,0
3AsNVBJ7LHsltdu9490ZiS,0,0
78kGuAEnJir0iVVIZKEuun,0,0
6kKbx5RJnRNY4mxMavvhRk,0,0
2Zt3mJdrTWNJktvromJuOw,0,0
6waqLPcT6ruMhmd36OhmFO,0,0
46ZfPS5VpSQVU5gb82hg3K,0,0
2A69wys3S9uiPSmn6UZWJn,0,0
3Fuua9VwSOYHVWYKWTote5,0,0
4hxPwjXNymrxLJD4YaeH1b,0,0
11fWR3u9wjDMW4oVDbUbyT,0,0
3bzE57iNavJJxXL9GgBiOK,0,0
7dygIA9peSq4AKBRF5pi8G,0,0
7vaEbpYY66I4ZRILkQ1z5E,0,0
08wJ1B9yu9sPeoRa5fbpr3,0,0
4llYMkhHa1w7UAdDFRQcEZ,0,0
1N7qGCKRRnvjoy8MGyHgpS,0,0
2TR7A4ulH9R1PNwMyd8o8U,0,0
2QVzUws1l5mzZ4v46tGHrC,0,0
5CXnIPD6rTjszYYQm6fY2P,0,0
3ts6xK5GzfMAAriT9AIBmP,0,0
6GsAD8PgHxmEuIPTG8GP3M,0,0
5HGibWoxnkYSkl6mHmAlOE,0,0
5T6DM9qjjngWnukcw0svkX,0,0
6DEaND0SHv3sC11xobZLiy,0,0
21jkhW2773dELgTMRJcMfI,0,0
6s9ICeczYOfbHHIaSMq9jd,0,0
0yD66650JxhqKbW76C2qCo,0,0
4whYDpJ5XVQpmvecbEHP5Q,0,0
69DR48pXzSabFUfQfDDJDb,0,0
2oPCR02nduYVpj7CTfsA0d,0,0
6zkHymyoD3tIqV7RwCAYUw,0,0
3DV49ruvI5Sl6iisPZAc2c,0,0
72iAaOAsrBYa4U0VV7cHFd,0,0
5vuMtXS5kQ7F0o9V9rG1dG,0,0
6YKL9gCOH31W5fanjQTtqq,0,0
0z87h9TTEDeNNh2N0cLaA1,0,0
6JNHCtgGEIZ0hjlxgT0dwB,0,0
09iyGiljLWRYXdRazFkdtJ,0,0
1ITz79C3v1z55dqPoSAl1O,0,0
0QWjl7fUTh1jc3d70IAODd,0,0
53QF56cjZA9RTuuMZDrSA6,0,0
3KoTtGEDiBwUWzdRQVh9lh,0,0
4Dd3A5e9TfXp2p9tcqG1iH,0,0
6K8qKeWo5MsFED7wCR6Kop,0,0
1N3dZ7TTWO6VcD4Y3hHYLZ,0,0
1Ol9VB4eBkSuM9sghD4lgP,0,0
0mb7btREdC3wuIUmuVRgWn,0,0
2UWdzm5eaYdttoLgCbJbtZ,0,0
6HZ9VeI5IRFCNQLXhpF4bq,0,0
7rl1z4j7MurMDnn9rHh4M2,0,0
37FXw5QGFN7uwwsLy8uAc0,0,0
7soJgKhQTO8hLP2JPRkL5O,0,0
39jXnbACjiaiTwwhsr5sY5,0,0
0AS63m1wHv9n4VVRizK6Hc,0,0
3gbBpTdY8lnQwqxNCcf795,0,0
0Qh38w01QRXK6KHIv0e3hb,0,0
7y9iMe8SOB6z3NoHE2OfXl,0,0
04aAxqtGp5pv12UXAg4pkq,0,0
1ynmMEK1fkyiZ6Z6F3ThEt,0,0
7F5oktn5YOsR9eR5YsFtqb,0,0
1GwMQaZz6Au3QLDbjbMdme,0,0
07NxDD1iKCHbAldceD7QLP,0,0
6oVxXO5oQ4pTpO8RSnkzvv,0,0
7I7JbDv63ZJJsSi24DyJrz,0,0
7HuBDWi18s4aJM8UFnNheH,0,0
0VE4kBnHJUgtMf0dy6DRmW,0,0
4svZDCRz4cJoneBpjpx8DJ,0,0
1ZY1PqizIl78geGM4xWlEA,0,0
5PxFv9yJEg9dxvbZggykro,0,0
2x0WlnmfG39ZuDmstl9xfX,0,0
